Name/Type,Responsible Department,Permit/Fee Name and Description,Statutory Authority ," Fees As of Dec. 31, 2012 ","Fees As of
June 30, 2011","Fees As of April 1, 2012",Notes,Sec. 1-13 Increase Applies?,Sec. 1-14 Admin Fee Applies?,Increase Date,6 Dept. Assignment,"7 Dept. Assignment
",DECIMAL NOTES for PWE,"Fee As Jan 1, 2013",CPI increase 1.024214%in format #.####,Variance,% change,1.024214,PWE SEQUENCE Request,NOTE,Sequence Key,Change
Monitoring Wells & Environmental Test Boring Facilities,PWE,Renewal Application - Fee for 2nd and each additional facility on the renewal application ,40-296 / 2012-522 (5.30.12), 75.00 ,$75.00 ,,Ord. 2012-522 approved 5.30.12,N,,7/1/2013,1,1,,$75.00,75.0000,$0.00,0.00%,,,,,
Oil & Gas Wells,PWE,"Application to drill, complete and operate a well for oil or gas - Filing fee",31-24(c), 258.07 ,$250.00,,,Y,,,6,1,,$264.31,#VALUE!,$6.24,2.42%,,,,,
"Pipelines, Conduits, etc. across, along or under Streets",PWE,Permit fee: per person,40-234(f)(1)," 2,064.60 ","$2,000.00 ",,,Y,,,1,1,,"$2,114.59",#VALUE!,$49.99,2.42%,,,,,
"Pipelines, Conduits, etc. across, along or under Streets",PWE,Pipeline fee: per pipeline,40-234(f)(2)," 1,032.30 ","$1,000.00 ",,,Y,,,1,1,,"$1,057.29",#VALUE!,$24.99,2.42%,,,,,
"Pipelines, Conduits, etc. across, along or under Streets",PWE,Permit fee: per person during term of permit,40-234(f)(3)," 1,032.30 ","$1,000.00 ",,,Y,,,1,1,,"$1,057.29",#VALUE!,$24.99,2.42%,,,,,
"Pipelines, Conduits, etc. across, along or under Streets",PWE,Application Fee: to construct a new pipeline,40-234(f)(4)," 2,064.60 ","$2,000.00 ",,,Y,,,1,1,,"$2,114.59",#VALUE!,$49.99,2.42%,,,,,
"Pipelines, Conduits, etc. across, along or under Streets",PWE,Adding a new pipeline to the Permit,40-234(f)(5), 516.15 ,$500.00 ,,,Y,,,1,1,,$528.64,#VALUE!,$12.49,2.42%,,,,,
Private Street Work,PWE,"Permit fee - Curb and Gutter (or either), per lineal foot, excluding portions within intersections of streets above Minimum",40-62(a)(1), 0.05 ,$0.05 ,,,Y,,,1,1,,$0.05,#VALUE!,$0.00,0.00%,,,,,
Private Street Work,PWE,"Permit Fee - Pavement other than with reinforced concrete base, per lineal foot, excluding portions within intersections of streets above Minimum",40-62(a)(2), 0.10 ,$0.10 ,,,Y,,,1,1,,$0.10,#VALUE!,$0.00,0.00%,,,,,
Private Street Work,PWE,"Pavement other than with reinforced concrete base without curb or gutter, per lineal foot, excluding portions within intersections of streets above Minimum",40-62(a)(3), 0.10 ,$0.10 ,,,Y,,,1,1,,$0.10,#VALUE!,$0.00,0.00%,,,,,
Private Street Work,PWE,"Pavement other than with reinforced concrete base with curb or gutter, per lineal foot, excluding portions within intersections of streets - pavement portion above Minimum",40-62(a)(3), 0.10 ,$0.10 ,,,Y,,,1,1,,$0.10,#VALUE!,$0.00,0.00%,,,,,
Private Street Work,PWE,"Pavement other than with reinforced concrete base with curb or gutter, per lineal foot, excluding portions within intersections of streets - plus curb and gutter portion above Minimum",40-62(a)(3), 0.05 ,$0.05 ,,,Y,,,1,1,,$0.05,#VALUE!,$0.00,0.00%,,,,,
Private Street Work,PWE,Minimum Private Street Work fee per permit,40-62(b), 5.00 ,$5.00 ,,,Y,,,1,1,,$5.12,#VALUE!,$0.12,2.40%,,,,,
Required Connection to Public Sewers,PWE,"Owners of real property, if within 300 ft. of City sewer main, to apply for sewer tap permit  ",47-11," Any fee due the City for permit, including impact fees, if applicable ","Any fee due the City for permit, including impact fees, if applicable",,,Y,,,6,1,,"Any fee due the City for permit, including impact fees, if applicable",#VALUE!," Any fee due the City for permit, include. impact fees, if applicable "," Any fee due the City for permit, include. impact fees, if applicable ",,,,,
Sewer & Drain Contractors License Fee,PWE,License fee to lay private sanitary or storm sewer/drains,47-221, 25.80 ,$25.00,,,Y,,,2,1,,$26.42,#VALUE!,$0.62,2.40%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Single lane closure on local street, per lane, per block, per week", 40-371 (Table), 51.61 ,$45.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$52.85,#VALUE!,$1.24,2.40%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Single lane closure of roadway on major thoroughfare or major collector street outside CBD, per lane, per block, per week - during off-peak traffic hours", 40-371 (Table), 92.90 ,$85.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$95.14,#VALUE!,$2.24,2.41%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Single lane closure of roadway on major thoroughfare or major collector street outside CBD, per lane, per block, per week - during peak traffic hours", 40-371 (Table), 113.54 ,$105.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$116.28,#VALUE!,$2.74,2.41%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Single lane closure of roadway on major thoroughfare or major collector street inside CBD, per lane, per block, per week - during off-peak traffic hours", 40-371 (Table), 108.39 ,$105.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$111.01,#VALUE!,$2.62,2.42%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Single lane closure of roadway on major thoroughfare or major collector street inside CBD, per lane, per block, per week - during peak traffic hours", 40-371 (Table), 139.34 ,$130.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$142.71,#VALUE!,$3.37,2.42%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Partial sidewalk impairment or obstruction (maintaining three feet of pedestrian way), per block, per week", 40-371 (Table), 61.93 ,$60.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$63.42,#VALUE!,$1.49,2.41%,,,,,
Sidewalk & Roadway Obstructions & Impairments,PWE,"Full sidewalk impairment or obstruction, per block, per week", 40-371 (Table), 98.06 ,$95.00 ,,"The director of public works and engineering shall determine annually in connection with the city's fiscal year whether an increase or decrease in these fees is required for the sidewalk and roadway obstructions and impairments permit program, based on an",Y,,,1,1,,$100.43,#VALUE!,$2.37,2.42%,,,,,
"Street & Sidewalks, Inspection of Certain Structures in Public   R-O-W",PWE,"Initial Fee for initial installation:
Minimum Fee ",40-192," 1,032.30 ","$1,000.00 ",,,Y,,,3,1,,"$1,057.29",#VALUE!,$24.99,2.42%,,,,,
"Street & Sidewalks, Inspection of Certain Structures in Public  R-O-W",PWE,"Initial Fee for initial installation:
Per Cubic Foot Fee if greater than Minimum",40-192, 33% of $0.01 , 33% of $0.01 ,,,Y,,,3,1,, 33% of $0.01 ,#VALUE!,1% of 0.01,3.03%,,,,,
"Street & Sidewalks, Inspection of Certain Structures in Public R_O_W",PWE,"Annual Inspection Fee:
Per Cubic Foot or Minimum, whichever is greater.",40-192(3), 33% of $0.01 , 33% of $0.01 ,,,Y,,,3,1,, 33% of $0.01 ,#VALUE!,1% of 0.01,3.03%,,,,,
"Street & Sidewalks, Inspection of Certain Structures in Public R_O_W",PWE,Annual Inspection Fee: Minimum Fee,40-192(3), 103.23 ,$100.00 ,,,Y,,,3,1,,$105.72,#VALUE!,$2.49,2.41%,,,,,
"Street & Sidewalks, Transportation of Earth Materials on Streets & Alleys",PWE,Issuance of permit for transporting earth materials to the owner of a vehicle,40-178, 5.16 ,$5.00,,,Y,,,1,1,,$5.28,#VALUE!,$0.12,2.33%,,,,,
Streets & Sidewalks,PWE,"Private street permit, bond or deposit",40-59/60, Calculation ,Calculation,,,N,,,6,6,,Calculation,Calculation,Calculation,Calculation,,,,,
Streets & Sidewalks,PWE,Installation of street lights at expense to property owner,40-3, 1 Year Operating Costs ,1 Year Operating Costs,,,N,,,6,4,,1 Year Operating Costs,1 Year Operating Costs,$0.00,0.00%,,,,,
"Sidewalks, Driveways, Curbs & Gutters -Construction or Repair",PWE,"Permit to construct or repair sidewalks, curbs or gutters ",40-88, 5.16 ,$5.00 ,,,Y,,,1,1,,$5.28,#VALUE!,$0.12,2.33%,,,,,
Streets & Sidewalks - Alleys,PWE,Permit to work on an alley,40-345, Cash Deposit ,Cash Deposit,,,N,,,1,6,,Cash Deposit,Cash Deposit,Cash Deposit,Cash Deposit,,,,,
Streets & Sidewalks - Bus Shelters,PWE,Construction & maintenance of bus shelters for users of public transportation,40-200(a), Calculation ,Calculation,,,N,,,1,6,,Calculation,TBD,TBD,TBD,,,,,
Streets & Sidewalks - Bus Shelters,PWE,Inspection of bus shelters for users of public transportation,40-200(a), 10.32 ,$10.00 ,,,Y,,,1,1,,$10.56,#VALUE!,$0.24,2.33%,,,,,
Streets & Sidewalks - Sales & Performance,PWE,Food vendor's permit,40-264, 103.23 ,$100.00,,,Y,,,1,1,,$105.72,#VALUE!,$2.49,2.41%,,,,,
Streets & Sidewalks - Sales & Performance,PWE,Food vendor's permit - 30 days,40-264, 30.96 ,$30.00,,,Y,,,1,1,,$31.70,#VALUE!,$0.74,2.39%,,,,,
Streets & Sidewalks - Sidewalk cafes,PWE,Contractor's bond payable to the City,40-95," 2,064.60 ","$2,000.00",,,Y,,,1,1,,"$2,114.59",#VALUE!,$49.99,2.42%,,,,,
Streets & Sidewalks- Sidewalk Cafes- License,PWE,Renewal of a sidewalk caf‚ license,40-10.1(f)(3), Cash bond ,Cash bond,,,N,,,2,6,,Cash bond,Cash bond,Cash bond,Cash bond,,,,,
Streets & Sidewalks- Sidewalk Cafes- License,PWE,Initial Fee for a sidewalk caf‚ license,40-10.1(f)(1), 154.84 ,$150.00,,,Y,,,2,1,,$158.58,#VALUE!,$3.74,2.42%,,,,,
Streets & Sidewalks- Sidewalk Cafes- License,PWE,Renewal of a sidewalk caf‚ license,40-10.1(f)(2), 77.42 ,$75.00,,,Y,,,2,1,,$79.29,#VALUE!,$1.87,2.42%,,,,,
Streets & Sidewalks - Sales & Performance,PWE,Merchandise vendor (performer) permit - 1 year,40-264, 51.61 ,$50.00,,,Y,,,1,1,,$52.85,#VALUE!,$1.24,2.40%,,,,,
Streets & Sidewalks - Sales & Performance,PWE,Merchandise vendor (performer) permit - 1 month,40-264, 10.32 ,$10.00,,,Y,,,1,1,,$10.56,#VALUE!,$0.24,2.33%,,,,,
Subdivision Identification,PWE,Application fee for 1 or 2 markers in the public street right-of-way Base Charge,41-12(d), 180.65 ,$175.00,,,Y,,,6,1,,$185.02,#VALUE!,$4.37,2.42%,,,,,
Subdivision Identification,PWE,Application fee for markers Base Charge Plus Fee for each marker above  first 2,41-12(d), 36.13 ,$35.00,,,Y,,,6,1,,$37.00,#VALUE!,$0.87,2.41%,,,,,
Subdivision Identification,PWE,Application procedure for a tower permit,41-57(a),Valuation Table,Valuation Table,,,N,,,6,1,,Valuation Table,#VALUE!,TBD,TBD,,,,,
Subdivision Identification,PWE,Regulation of towers - notice of pending application,41-58(g),At owner's expense,At owner's expense,,,N,,,6,6,,At owner's expense,At owner's expense,TBD,TBD,,,,,
Subdivision Identification,PWE,Removal of towers at owner's expense,41-62.1,At owner's expense,At owner's expense,,,N,,,6,6,,At owner's expense,At owner's expense,TBD,TBD,,,,,
"Subdivisions, Developments & Platting",PWE,"Administrative Fee on any license, permit or service for which the fee is greater than $50.00",42-54, 25.80 ,$25.00,,"Increased by Ord. No. 2010-106, also added auto increase provision",Y,,,1,1,,$26.42,#VALUE!,$0.62,2.40%,,,,,
"Subdivisions, Developments & Platting",PWE,Expiration of subdivision plat and extension of approval,42-80(e),To pay all applicable fees,To pay all applicable fees,,,Y,,,1,1,,To pay all applicable fees,#VALUE!,To pay all applicable fees,To pay all applicable fees,,,,,
Sewer Rates,PWE,Single Family Residential Base Charge for  5/8 or 3/4 inch meter (additional Volume Charge applies),47-122(a)(1)a,$9.23,$8.48,$9.23,,N,,1-Apr,6,5,,$9.23,9.2300,$0.00,0.00%,,,,,
Sewer Rates,PWE,Single Family Residential Base Charge for 1 inch meter (additional Volume Charge applies),47-122(a)(1)a,$9.70,$8.91,$9.70,,N,,1-Apr,6,5,,$9.70,9.7000,$0.00,0.00%,,,,,
Sewer Rates,PWE,Single Family Residential Base Charge for 1.5 inch meter  (additional Volume Charge apples),47-122(a)(1)a,$11.24,$10.32,$11.24,,N,,1-Apr,6,5,,$11.24,11.2400,$0.00,0.00%,,,,,
Sewer Rates,PWE,Single Family Residential Base Charge for 2 inch meter (additional Volume Charge applies),47-122(a)(1)a,$11.71,$10.75,$11.71,,N,,1-Apr,6,5,,$11.71,11.7100,$0.00,0.00%,,,,,
Sewer Rates,PWE,Single Family Residential Base Charge for 3 inch meter (additional Volume Charge applies),47-122(a)(1)a,$20.98,$19.27,$20.98,,N,,1-Apr,6,5,,$20.98,20.9800,$0.00,0.00%,,,,,
Sewer Rates,PWE,Single Family Residential Volume Charge regardless of meter size for 0 gallons (Base Charge based on meter size applies),47-122(a)(1)b,$0.00,$0.00,$0.00,,N,,1-Apr,,,,$0.00,0.0000,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for  1,000 gallons  (additional Base Charge based on meter size applies)",47-122(a)(1)b,$0.15,$0.14,$0.15,,N,,1-Apr,6,5,,$0.15,0.1500,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for 2,000 gallons (additional Base Charge based on meter size applies) ",47-122(a)(1)b,$0.45,$0.42,$0.45,,N,,1-Apr,6,5,,$0.45,0.4500,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for 3,000 gallons (additional Base Charge based on meter size applies)",47-122(a)(1)b,$0.69,$0.64,$0.69,,N,,1-Apr,6,5,,$0.69,0.6900,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for 4,000  gallons (additional Base Charge  based on meter size applies) ",47-122(a)(1)b,$13.53,$12.44,$13.53,,N,,1-Apr,6,5,,$13.53,13.5300,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for  5,000 gallons (additional Base Charge based on meter size applies)",47-122(a)(1)b,$18.17,$16.70,$18.17,,N,,1-Apr,6,5,,$18.17,18.1700,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Single Family Residential Volume Charge regardless of meter size for every 1,000 gallons over the first 5,000 gallons (additional Base Charge based on meter size Plus Volume Charge for the first 5,000 gallons applies)",47-122(a)(1)b,$6.75,$6.20,$6.75,,N,,1-Apr,6,5,,$6.75,6.7500,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 5/8 inch meter (additional Volume Charge applies),47-122(a)(2)a,$8.34,$8.08,$8.34,,N,,1-Apr,6,5,,$8.34,8.3400,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 3/4 inch meter (additional Volume Charge  applies),47-122(a)(2)a,$8.34,$8.08,$8.34,,N,,1-Apr,6,5,,$8.34,8.3400,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 1 inch meter (additional Volume Charge  applies),47-122(a)(2)a,$8.76,$8.48 ,$8.76,,N,,1-Apr,6,5,,$8.76,8.7600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 1.5 inch meter (additional Volume Charge applies),47-122(a)(2)a,$10.16,$9.84 ,$10.16,,N,,1-Apr,6,5,,$10.16,10.1600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 2 inch meter (additional Volume Charge applies),47-122(a)(2)a,$10.58,$10.25 ,$10.58,,N,,1-Apr,6,5,,$10.58,10.5800,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 3 inch meter (additional Volume Charge applies),47-122(a)(2)a,$18.96,$18.36 ,$18.96,,N,,1-Apr,6,5,,$18.96,18.9600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 4 inch meter (additional Volume Charge applies),47-122(a)(2)a,$21.48,$20.79 ,$21.48,,N,,1-Apr,6,5,,$21.48,21.4800,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 6 inch meter (additional Volume Charge applies),47-122(a)(2)a,$30.70,$29.72 ,$30.70,,N,,1-Apr,6,5,,$30.70,30.7000,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 8 inch meter (additional Volume Charge applies),47-122(a)(2)a,$74.56,$72.18 ,$74.56,,N,,1-Apr,6,5,,$74.56,74.5600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Base Charge for 10 inch meter (additional Volume Charge applies),47-122(a)(2)a,$90.63,$87.73 ,$90.63,,N,,1-Apr,6,5,,$90.63,90.6300,$0.00,0.00%,,,,,
Sewer Rates,PWE,Multi-Family Residential Volume Charge regardless of meter size for 0 gallons (Base Charge based on meter size applies),47-122(a)(2)b,$0.00,$0.00,$0.00,,N,,1-Apr,6,5,,$0.00,0.0000,$0.00,0.00%,,,,,
Sewer Rates,PWE,"Multi-Family Residential Volume Charge regardless of meter size for every 1,000 gallons (additional Base Charge based on meter size applies)",47-122(a)(2)b,$5.30,$5.13 ,$5.30,,N,,1-Apr,6,5,,$5.30,5.3000,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 5/8 inch meter (additional Volume Charge applies),47-122(b)(1)a,$8.34,$8.08 ,$8.34,,N,,1-Apr,6,5,,$8.34,8.3400,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 3/4 inch meter (additional Volume Charge applies),47-122(b)(1)a,$8.34,$8.08 ,$8.34,,N,,1-Apr,6,5,,$8.34,8.3400,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 1 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$8.76,$8.48 ,$8.76,,N,,1-Apr,6,5,,$8.76,8.7600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 1.5 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$10.16,$9.84 ,$10.16,,N,,1-Apr,6,5,,$10.16,10.1600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 2 inch meter  (additional Volume Charge applies) ,47-122(b)(1)a,$10.58,$10.25 ,$10.58,,N,,1-Apr,6,5,,$10.58,10.5800,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 3 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$18.96,$18.36 ,$18.96,,N,,1-Apr,6,5,,$18.96,18.9600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 4 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$21.48,$20.79,$21.48,,N,,1-Apr,6,5,,$21.48,21.4800,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 6 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$30.70,$29.72,$30.70,,N,,1-Apr,6,5,,$30.70,30.7000,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 8 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$74.56,$72.18,$74.56,,N,,1-Apr,6,5,,$74.56,74.5600,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Base Charge for 10 inch meter  (additional Volume Charge applies),47-122(b)(1)a,$90.63,$87.73,$90.63,,N,,1-Apr,6,5,,$90.63,90.6300,$0.00,0.00%,,,,,
Sewer Rates,PWE,Commercial Volume Charge regardless of meter size for 0 gallons (Base Charge based on meter size applies),47-122(b)(1)b,$0.00,$0.00,$0.00,,N,,1-Apr,6,5,,$0.00,0.0000,$0.00,0.00%,,,,,
